X,nonOH_div,ST,School,Best.Name,Helm
2008_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2008_14909,3,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2008_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2008_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2008_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2008_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2008_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2008_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2008_10124,6,WV,Van,Van,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Van_2016.png"
2008_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2008_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2008_30509,1,AL,Prattville Lions,Prattville,#N/A
2008_17504,1,NJ,Don Bosco Prep,Don Bosco Prep,#N/A
2008_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2008_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2008_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2008_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2008_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2008_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2008_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2008_15000,6,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2008_10064,6,WV,Matewan,Matewan,
2008_13197,5,IN,Lawrenceburg,Lawrenceburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lawrenceburg-2016.png"
2008_10079,3,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2008_12801,5,PA,Kiski Prep,Kiski Prep,
2008_22047,1,TX,Bowie Volunteers,Bowie,#N/A
2008_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2008_12607,3,PA,Bethlehem Catholic,Bethlehem Catholic,
2008_25106,2,ON,Bishop Ryan,Bishop Ryan,
2008_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2008_27042,1,UT,Jordan Beetdiggers,Jordan,#N/A
2008_25089,2,ON,Brantford Collegiate Institute,Brantford Collegiate Institute,
2008_21282,1,IL,East St Louis Senior Flyers,East St Louis Senior,
2008_9001,0,OH,Oyler Hatmakers,Oyler,
2008_10609,2,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2008_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2008_10052,2,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2008_10558,2,KY,Conner,Conner,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Conner-2016.png"
2008_25130,1,ON,Bishop Tonnos,Bishop Tonnos,
2008_15064,5,NY,Finney,Finney,#N/A
2008_10789,6,KY,North Hardin Christian,North Hardin Christian,
2008_25133,1,ON,Notre Dame Catholic,Notre Dame Catholic,
2008_11701,1,MI,Warren DeLaSalle,Warren DeLaSalle,
2008_10018,6,WV,Clay-Battelle,Clay-Battelle,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ClayBettele-2015__L.png"
2008_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2008_25086,2,ON,Sir Wilfrid Laurier Rams,Sir Wilfrid Laurier,
2008_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2008_13042,1,IN,Center Grove,Center Grove,
2008_10126,5,WV,Wayne,Wayne,
2008_13317,6,IN,South Decatur,South Decatur,
2008_13182,1,IN,Kokomo,Kokomo,
2008_12371,1,PA,McKeesport,McKeesport,
2008_10623,3,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2008_10691,4,KY,Newport,Newport,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Newport-2016.png"
2008_25020,4,ON,Trinity College,Trinity College,
2008_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2008_28563,1,FL,St. Thomas Aquinas,St. Thomas Aquinas,#N/A
2008_10743,4,KY,Sheldon Clark,Sheldon Clark,
2008_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2008_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2008_12402,2,PA,Thomas Jefferson,Thomas Jefferson,
2008_10010,6,WV,Burch,Burch,
2008_13174,2,IN,Jay County,Jay County,
2008_14904,2,DC,Dunbar Crimson Tide,Dunbar,#N/A
2008_25146,2,ON,Donald A Wilson,Donald A Wilson,
2008_22048,2,TX,Klein Forest Golden Eagles,Klein Forest,#N/A
2008_25035,1,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2008_10506,3,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2008_25138,2,ON,A. B. Lucas,A. B. Lucas,
2008_21203,1,IL,St Rita Mustangs,St Rita Mustangs,
2008_22046,1,TX,Cedar Hill Longhorns,Cedar Hill,#N/A
2008_10619,1,KY,Henry Clay,Henry Clay,
2009_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2009_21282,1,IL,East St Louis Senior Flyers,East St Louis Senior,
2009_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2009_11342,3,MI,Highland Park,Highland Park,
2009_10060,5,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2009_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2009_10609,2,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2009_10525,1,KY,Boone County,Boone County,
2009_29775,2,CA,Orange Lutheran Lancers,Orange Lutheran,#N/A
2009_25099,1,ON,St Thomas More,St Thomas More,
2009_13389,5,IN,Indianapolis Washington,Indianapolis Washington,
2009_14918,2,DC,St John's College,St John's College,#N/A
2009_25020,5,ON,Trinity College,Trinity College,
2009_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2009_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2009_14909,4,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2009_11369,2,MI,Inkster,Inkster,
2009_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2009_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2009_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2009_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2009_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2009_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2009_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2009_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2009_10019,6,WV,Doddridge County,Doddridge County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DoddridgeCounty_Bulldogs-2016.png"
2009_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2009_13167,1,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2009_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2009_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2009_10623,1,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2009_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2009_10626,4,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2009_10745,4,KY,Simon Kenton,Simon Kenton,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_SimonKenton-2016.png"
2009_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2009_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2009_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2009_12367,1,PA,Woodland Hills,Woodland Hills,
2009_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2009_12557,5,PA,Fairview,Fairview,
2009_15000,6,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2009_10585,6,KY,Evangel Christian,Evangel Christian,
2009_9001,5,OH,Oyler Hatmakers,Oyler,
2009_10659,6,KY,Ludlow Panthers,Ludlow Panthers,
2009_10570,5,KY,Dayton,Dayton,
2009_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2009_10115,6,WV,Trinity,Trinity,
2009_12801,5,PA,Kiski Prep,Kiski Prep,
2009_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2009_28563,1,FL,St. Thomas Aquinas,St. Thomas Aquinas,#N/A
2009_12370,1,PA,Central Catholic,Central Catholic,
2009_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2009_25114,2,ON,Medway Cowboys,Medway,
2009_10506,3,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2009_13288,1,IN,Richmond,Richmond,
2009_13091,1,IN,Evansville Central,Evansville Central,
2009_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2009_10625,2,KY,Holmes (Covington),Covington Holmes ,
2009_576,0,OH,Fayetteville-Perry Rockets,Fayetteville-Perry,
2009_9002,6,OH,Riverview East Academy Hawks,Riverview East Academy,
2009_10052,2,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2009_1027,0,OH,Middletown Christian Eagles,Middletown Christian Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/MiddletownChristian-2017_L.png"
2009_10524,5,KY,Bishop Brossart,Bishop Brossart,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopBrossart-2016.png"
2009_21300,5,IL,Immaculate Conception,Immaculate Conception,
2009_12857,6,PA,United Military Academy,United Military Academy,
2009_9004,6,OH,Cincinnati Horizon Science Academy Eagles,Cin. Horizon Science Academy,
2009_11618,5,MI,Saginaw Nouvel,Saginaw Nouvel,
2009_11701,1,MI,Warren DeLaSalle,Warren DeLaSalle,
2009_12497,4,PA,Westinghouse,Westinghouse,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Westinghouse-2017.png"
2009_13273,2,IN,Penn,Penn,
2009_12545,3,PA,Slippery Rock,Slippery Rock,
2009_10126,5,WV,Wayne,Wayne,
2009_10695,2,KY,North Hardin (Radcliff),Radcliff North Hardin ,
2009_10575,1,KY,DuPont Manual,DuPont Manual,
2009_25157,2,ON,Holy Trinity,Holy Trinity,
2009_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2009_13075,2,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2009_11581,6,MI,Reading,Reading,
2009_10114,4,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2009_10743,4,KY,Sheldon Clark,Sheldon Clark,
2009_11070,2,MI,Bloomfield Hills Lahser,Bloomfield Hills Lahser,
2009_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2009_13174,2,IN,Jay County,Jay County,
2009_25130,1,ON,Bishop Tonnos,Bishop Tonnos,
2009_14903,4,DC,Coolidge Colts,Coolidge,#N/A
2009_25102,1,ON,St Jean de Brebeuf,St Jean de Brebeuf,
2009_10731,4,KY,Russell,Russell,
2009_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2009_10083,2,WV,Parkersburg Big Reds,Parkersburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Parkersburg-2016.png"
2009_25035,1,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2009_25136,5,ON,Villanova College,Villanova College,
2010_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2010_10745,1,KY,Simon Kenton,Simon Kenton,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_SimonKenton-2016.png"
2010_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2010_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2010_13167,1,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2010_10692,2,KY,Newport Central Catholic,Newport Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_NewportCath-2016.png"
2010_10060,5,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2010_13027,2,IN,Brebeuf Jesuit Preparatory,Brebeuf Jesuit Preparatory,
2010_25106,1,ON,Bishop Ryan,Bishop Ryan,
2010_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2010_10609,2,KY,Greenup County,Greenup County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Greenup_2017_L.png"
2010_10525,1,KY,Boone County,Boone County,
2010_11645,5,MI,St Charles,St Charles,
2010_13280,2,IN,Plainfield,Plainfield,
2010_14241,1,VA,Oscar Smith Tigers,Oscar Smith,#N/A
2010_12567,6,PA,Youngsville,Youngsville,
2010_10050,4,WV,James Monroe Mavericks,James Monroe,
2010_12363,1,PA,Penn Hills,Penn Hills,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PennHills-2017_L.png"
2010_11369,2,MI,Inkster,Inkster,
2010_11537,3,MI,Orchard Lake St Mary,Orchard Lake St Mary,
2010_17504,1,NJ,Don Bosco Prep,Don Bosco Prep,#N/A
2010_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2010_15008,2,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2010_11065,1,MI,Birmingham Brother Rice,Birmingham Brother Rice,
2010_11225,5,MI,Ecorse,Ecorse,
2010_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2010_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2010_10082,6,WV,Paden City,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2010_11711,6,MI,Waterford Our Lady,Waterford Our Lady,
2010_11756,0,MI,Washtenaw Saints (Club),Washtenaw Saints,
2010_9004,6,OH,Cincinnati Horizon Science Academy Eagles,Cin. Horizon Science Academy,
2010_11757,0,MI,Downriver Wolfpack (Club),Downriver Wolfpack,
2010_14856,1,MD,Good Counsel,Good Counsel,#N/A
2010_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2010_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2010_10129,5,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2010_9003,6,OH,Cincinnati College Prep Lions,Cincinnati College Prep,
2010_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2010_25035,1,ON,Our Lady of Mount Carmel,Our Lady of Mount Carmel,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_OLMC-2016.png"
2010_10093,4,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2010_12371,2,PA,McKeesport,McKeesport,
2010_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2010_14918,2,DC,St John's College,St John's College,#N/A
2010_10071,1,WV,Morgantown,Morgantown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Morgantown-2015_L.png"
2010_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2010_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2010_15000,6,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2010_25102,1,ON,St Jean de Brebeuf,St Jean de Brebeuf,
2010_10659,6,KY,Ludlow Panthers,Ludlow Panthers,
2010_10570,5,KY,Dayton,Dayton,
2010_10123,6,WV,Valley (Wetzel),Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2010_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2010_9905,0,OH,Cleveland Knights (Club),Cleveland Knights,
2010_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2010_25157,2,ON,Holy Trinity,Holy Trinity,
2010_12607,4,PA,Bethlehem Catholic,Bethlehem Catholic,
2010_15007,1,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2010_25089,2,ON,Brantford Collegiate Institute,Brantford Collegiate Institute,
2010_12031,1,PA,Avon Grove,Avon Grove,
2010_10506,2,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2010_10739,1,KY,Seneca,Seneca,
2010_13288,1,IN,Richmond,Richmond,
2010_9903,0,OH,Landmark Eagles,Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2010_10623,1,KY,Highlands,Highlands,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Highlands-2016.png"
2010_10625,2,KY,Holmes (Covington),Covington Holmes ,
2010_10052,2,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2010_12553,6,PA,Mercyhurst Prep,Mercyhurst Prep,
2010_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2010_12339,6,PA,Blairsville,Blairsville,
2010_10626,4,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2010_25104,1,ON,Cathedral,Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral(CN)-2016_L.png"
2010_14908,1,DC,Wilson Tigers,Wilson,#N/A
2010_12370,3,PA,Central Catholic,Central Catholic,
